ID,text,target,stance,stance:confidence,against_reason,favor_reason,none_reason,sarcasm,sarcasm:confidence,sentiment,sentiment:confidence,datetime,Date
1797,أخذت أمي في هذا اليوم الجرعة الثالثة من تطعيم كورونا ولله الحمد. اسأل الله أن يسبغ علينا نعمه وأن يحرسها بعينه التي لا تنام ويشفيها ويعافيها.,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-10-11 12:34:24+00:00,11/10/2021
1798,أخذت قبل قليل الجرعة الثالثة من تطعيم كورونا ولله الحمد والمنة. شكراً لوزارة الصحة. سأطعم للانفلونزا بإذن الله لأستقبل الشتاء بصدر رحب.,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-10-20 12:04:47+00:00,20/10/2021
1799, الانسان السليم لا يحتاج للدواء لانه غير مريض ولكنه بحاجه للتطعيم ضد الاوبئة للوقايه ولتحصين نفسه حتى لايكون فريسه للوباء اويعاني من مضاعفاته. الاطفال أصحاء ومع ذلك يأخذون كثير من التطعيمات التي انهت امراض قاتله. مأمونيه اللقاحات مثبته ولم يشذ ت,Covid Vaccine,Favor,0.7472,,F_Explicit,,No,1,Positive,0.6827,2021-03-18 06:05:25+00:00,18/03/2021
1800,   اليوم راجعت احد مراكز الخدمة واكتشفت التحول الالكتروني اللي ذبحونا فيه كله حبر على ورق. اي اجراء صغير مختلف لازم اراجع بنفسي.,Digital Transformation,Against,0.5926,A_Explicit,,,No,1,Negative,1,2020-08-04 11:36:56+00:00,04/08/2020
1801,MENTION طيب قبل كورونا كل سنة ناخذ تطعيم ضد الانفلونزا العادية .. الغرض منه انه لو اصبت بالانفلونزا تكون عليك خفيفة و ما تتعب منها   لقاحات ضد كورونا نفس السياق ما تحميك ١٠٠٪ من الفيروس قد ما هو يقلل من اعراض المرض وما تطيح في المستشفى لا سمح الله  بالاخير انت حر في نفسك لكن لا تضر غيرك,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,1,2021-08-10 19:33:40+00:00,10/08/2021
1802,"""  تلقيت اليوم الجرعة الأولى من اللقاح المضاد لفيروس #كورونا الله ينفع بها يارب والف شكر لحكومتنا الرشيده 🇸🇦  شكرًا #وزارة_الصحه على التنظيم الرائع    وكذالك الشكر موصول لجميع العاملين في مركز تطعيم اللقاح بفندق الهيلتون بمدينة #الرياض",Covid Vaccine,Favor,1,,,,No,1,Positive,1,2021-04-15 00:38:59+00:00,15/04/2021
1804,لم يتبقى من الزمن إلا أقل من شهرين على حرمانك من دخول الأسواق التجارية لمن لم يتلقى الجرعة الثالثة !؟ بفضل الله حصلت على تطعيم كورونا الجرعة الثالثة قبل حوالي أسبوعين و كان الإقبال جيداً لكن هناك الكثيرين الذين يعترضون على هذه الجرعة بناءً على أوهام كنظرية المؤامرة !؟ تطعم تسلم ؟ URL,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.7214,2021-12-06 23:45:16+00:00,06/12/2021
1805,هجوم سيبراني إيراني يطفئ الكهرباء على الكيان الصهيوني.  هذا وهم ما صار عندهم تحول الكتروني في الحوكمة وغيرها ومتطورين في أمن المعلومات.  تذكرت ذيك الدولة المستعجلة بزيادة في التحول الالكتروني والحوكمة إلى درجة حطت كل بيانات مواطنينها أون لاين ولا بقى عده خصوصية.,Digital Transformation,Against,0.7365,A_Explicit,,,No,1,Positive,0.6342,2020-10-30 09:57:48+00:00,30/10/2020
1806,#ظاهره_اجتماعيه_ترغبون_زوالها اهانة الرجل في ظل تمكين المرأة . ,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,0.8316,2020-12-10 09:00:20+00:00,10/12/2020
1807, تمكين المرأة من وظيفة تعفها عن السؤال و الحاجة ما تمنع شهامة الرجل  وانا في الرسول عليه الصلاة و السلام افضل مثال و زوجه خديجة رضي الله عنها و ارضاها,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,0.5714,2021-04-10 07:37:01+00:00,10/04/2021
1808,إصابة وجرعتين تطعيم  يعني يا كورونا لا أشوفك قداااامي.,Covid Vaccine,Favor,0.7467,,F_Implicit,,No,0.7119,Neutral,1,2021-08-22 14:39:31+00:00,22/08/2021
1809,ماشاءالله صار الوعي اكثر حق تطعيم 👏🏽!  ان شاءالله انرد حياتنا الطبيعه 👏🏽 #كوفيد_19 #تطعيم_كورونا,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-04-21 10:46:27+00:00,21/04/2021
1810,عزيزي المواطن .. والمقيم الاستعجال بالتطعيم أمان لك ولاهلك ولمن حولك من البشر. خلونا نخرج من هذه الازمة بدون خسائر ونرجع لحياتنا الطبيعية ونسافر ونرجع بدون قيود. #تطعيم_كورونا,Covid Vaccine,Favor,1,,,,No,1,Positive,1,2021-04-25 19:24:00+00:00,25/04/2021
1812,بمناسبة #اليوم_العالمي_للاتصالات_ومجتمع_المعلومات 2022/5/17 يشيد مركز فنار بجهود جهاز تكنولوجيا المعلومات لدوره الكبير في التحول إلى المنظومة الرقمية  والذي تبين جليا خلال جائحة كورونا  ويدعو للتحول الرقمي الكامل لكل مؤسسات الدولة الحكومية والأهلية لنشهد حكومة الكترونية فعّالة.,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.7575,2022-05-17 06:30:41+00:00,17/05/2022
1813,بمناسبة #اليوم_العالمي_للاتصالات_ومجتمع_المعلومات 2022/5/17 يدعو مركز فنار المؤسسات الخيرية والتطوعية إلى التحول إلى المنظومة الرقمية وتحويل كل معاملاتها من خلال الأنظمة الآلية   والذي تبين جليا خلال جائحة كورونا  ويدعو للتحول الرقمي الكامل لنشهد معاملات الكترونية فعّالة.,Digital Transformation,Favor,0.7669,,F_Explicit,,No,1,Positive,1,2022-05-17 06:33:32+00:00,17/05/2022
1814,التنظيم خيالي ماشاءالله 😍 #تطعيم_كورونا,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-02-23 08:39:37+00:00,23/02/2021
1815,الحمدلله اليوم خذيت الجرعه الثانيه 🙏🏻♥️ 🇰🇼  طعمو عشان تشوفون تذكره صجيه بدال كرت التطعيم 😂 #تطعيم_كورونا  شكراً  🙏🏻🇰🇼 ,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.7204,2021-03-16 08:42:29+00:00,16/03/2021
1816,اليوم الدولي للمرأة هو مناسبة للتفكر بالإنجازات الاجتماعية والاقتصادية والثقافية والسياسية للمرأة. كما انه دعوة إلى التغيير لتعزيز المساواة بين الجنسين وتسريع تمكين المرأة. احتفل معنا اليوم! #يوم_المرأة ,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-08 09:08:22+00:00,08/03/2021
1817, اخالفك الرأي اخ سعيد ومعذرة ؛ لو ان المصرف المركزي قرر الي التحول الالكتروني الشامل لما وجدت هذة الزحمة. ولو ان وزارة الصحة قررت التخفيف عن معاناة الناس ذو الامراض المزمنه واوصلت ادويتهم الى منازلهم مجانا كان افضل كثيرا. ولو تحولت الدوائر الح,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.7721,2021-10-07 11:03:29+00:00,07/10/2021
1819,#منظمة_الصحة_العالمية 🇺🇳 ... الوباء لن ينتهي قبل تطعيم 70 % من سكان العالم.  #لقاح_كورونا #كورونا_حول_العالم,Covid Vaccine,None,0.7728,,,Not clear,No,1,Neutral,0.7204,2021-05-28 15:47:23+00:00,28/05/2021
1821,MENTION MENTION تطعيم كورونا يجب يكون اجباري لانه المرض خطير وفتاك ويهدد حياة الشعب فلازم الاجبار,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.6509,2021-11-07 21:44:35+00:00,07/11/2021
1822,#لا_للتطعيم_الاجباري تطعيم جرعة اولى وثانيه والثالثة في الطريق ولحد الحين مصدقين انه لقاح شيئ غريب #حقيقه,Covid Vaccine,Against,0.7447,A_Explicit,,,No,1,Neutral,1,2021-07-24 17:13:42+00:00,24/07/2021
1823,اكذوبة #تمكين_المرأة  ماهي الا فخ لِإبعاد الناس عن دينهم ليسهل ابتلاعهم.,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2021-01-29 14:38:00+00:00,29/01/2021
1824,الله يعز الدار 🇧🇭  الحمدالله من اوائل الدول وصلها التطعيم ولا زالت تتصدر من اسرع الدول تطعيم للشعب والمقيمين👏🏽 فخر والله 🤩 #لقاح_كورونا #البحرين ,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-01-18 16:28:38+00:00,18/01/2021
1825,"بصفة عامة  تمكين المرأة لايعني عدم تمكين الرجل! فكلاهما يشكل نصف المجتمع .. مانحتاج إليه هو ""التوازن""",Women empowerment,Favor,1,,F_Explicit,,No,1,Neutral,0.7628,2021-09-15 10:38:30+00:00,15/09/2021
1826,أحيي كل نساء العالم ممن أعانوا أسرهن ومجتمعاتهن على النهوض والتقدم والصمود في مواجهة التَّحديات أقول لهن شكرًا على ما قدمتموه وأدعو الجميع لبذل المزيد من أجل تمكين المرأة وتجريم تعريضها لأي عنفٍ أو ظلمٍ أو تهميشٍ وضمان حصولها على حقوقها كاملة دون أي تمييز #اليوم_العالمي_للمرأة,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-08 10:30:58+00:00,08/03/2021
1828,علما بأن جرعة تطعيم كورونا تمت بالمجان ودون مقابل  نشكر الدوله وعلي رأسها السيده رئيس الجمهوريه ووزيرة الصحه وكل من كان له دور فيه,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-04-06 10:59:05+00:00,06/04/2021
1830,نقلة نوعية نشهدها في التحول الالكتروني للخدمات.   رب ضارة نافعة. URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-04-01 17:57:06+00:00,01/04/2020
1831,"من بعد رؤية 2030 تم تمكين المرأة السعودية وأصبحت شريكاً للرجل في العملية التنموية للبلد، وفي المقابل أثبتت المرأة السعودية جدارتها المهنية وكانت قد الثقة التي أعطيت لها 👩🏻💚  #رؤية_2030_واقع_يتحقق ",Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-04-25 19:21:17+00:00,25/04/2021
1832,MENTION MENTION كل الامراض ممكن تنتقل بس الواحد ياخذ بالاسباب و يتوكل على الله ليش ارفض شي ديرتي مصرحته بعدين لا تعورون راسنا عمركم بحثتو عن باقي التطعيمات الي تعطونها عيالكم والا بس تعترضون لمجرد الاعتراض والله والله لو تقرون عن تطعيمات الاطفال و الاعراض الجانبيه انها اكثر من اعراض تطعيم كورونا,Covid Vaccine,Favor,1,,F_Implicit,,No,1,Positive,0.6366,2021-09-15 13:59:51+00:00,15/09/2021
1833,  مافي مقارنه بين هالتطعيمات وتطعيمات كورونا وبعدين التطعيمات السابقه مره كل جم سنه مو الحين تطعيم كورونا كل جم شهر.. اووفر شي موطبيعي,Covid Vaccine,Against,0.7487,A_Explicit,,,No,0.776,Neutral,0.5274,2021-12-06 21:48:23+00:00,06/12/2021
1834,"سالفة كورونا تحوش المطعمين الدكاترة قايلينها مليون مرة مو أنتوا صايدينها عشان كل يومين تتطنزون بهالموضوع  خذيناها و احنا عارفين هالمعلومة محد غشنا  و الجرعة الثالثة ما تعني ""فشل"" اللقاح.  لازم تطعيم مع + التزام عشان نخلص  التطعيم وحدة لا يكفي وهذا ماله شغل إنكم تشككون بفعاليته",Covid Vaccine,Favor,1,,F_Explicit,,No,1,Negative,0.67,2021-12-12 10:30:10+00:00,12/12/2021
1835, خذوا كل هالتطعيمات وعادي بس وقفت على تطعيم كورونا اللي بهالظروف يعتبر أهم تطعيم ,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.5738,2021-03-22 13:49:51+00:00,22/03/2021
1837,التحول الإلكتروني الذي نعيشه في هذه الأيام جميل و مريح جداً لكل المواطنيين و المقيميين و أنا في الحقيقة جداً مرتاح و مطمئن للتحول الرقمي وأتمنى من كل قلبي ان يُلغى كل شيء ورقي و حضوري في مستقبل الأيام القادمة لجميع المعاملات و الإجرائات الحكومية و الخاصة #الهويه_الرقميه_في_توكلنا,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-25 00:58:25+00:00,25/03/2021
1838,التحول إلى #الرقمية أمر لابد منه للعمل والتواصل مع العملاء مع العلم ان هذة التجربة قد يكون لها تأثير دائم تجاة منتجك/خدمتك #Marketing #التسويق_الألكتروني #التسويق_الرقمي #mkt_art,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-04-13 11:54:29+00:00,13/04/2020
1839, أتوقع والله أعلم كرونا أصبح يتحور كل فترة .. وأتوقع لن تنفع معه اللقاحات الحالية بنسبة كبيرة ففي تونس والهند لها طفرات جديدة .. يعني لازم لقاح جديد و تطعيم مرة ثانية وثالثة والله يستر علينا وعلى البشرية.. والله أعلم,Covid Vaccine,Against,1,A_Implicit,,,No,1,Neutral,0.6087,2021-04-23 19:03:21+00:00,23/04/2021
1840, التحول الإلكتروني أمر مهم من أجل مواكبة متطلبات المرحلة,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-08-31 10:02:13+00:00,31/08/2020
1841, إن شاء الله الامور تزين مع التحول الالكتروني و رؤية 2030,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-04-15 13:06:45+00:00,15/04/2021
1842,   ولله الحمد اكملنا اكثر من سنه علئ رفع طلب تحديث الصك ولم يتحدث ماشاء الله عليكم وين التحول الالكتروني والمراسل لازال يحمل خطابات البلديه بشكل يدوي,Digital Transformation,None,0.411,,,Not clear,No,1,Negative,1,2021-10-12 23:41:07+00:00,12/10/2021
1843,#التعداد_الإلكتروني_2020 أثبت هذا العمل الوطني المميز بانه لا يوجد اي عذر لأي جهة حكومية او خاصة في التحول الى النظام الالكتروني بالكامل.. نجاح #رؤية_عمان_2040 يعتمد على ذلك..,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-12-15 09:01:30+00:00,15/12/2020
1844, اذا قرارات غير مكتمله زاي مقولت الوزير يتخذ قرارات بمنأي عن الواقع كان لابد من ايقاف الدراسة في وقت سابق لقراره كان لابد من ان يبدأ تطوير التعليم من مرحلة التعليم الاساسي وليس الثانوي كان لابد من تجهيز البنى التحتية قبل التحول الالكتروني فكر ,Digital Transformation,Against,1,A_Explicit,,,No,1,Negative,1,2020-03-20 14:29:28+00:00,20/03/2020
1845,كلام كبير  ..  والله اللي يحصل في السعودية بشأن التحول الإلكتروني شي يفرّح القلب ..   لا تفوتكم المقابلة مع الرئيس التنفيذي لبرنامج التعاملات الإلكترونية الحكومية ( يسّر )   URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-10-08 21:59:20+00:00,08/10/2020
1846,التحول الرقمي هو الاستثمار في الفكر وتغيير السلوك لإحداث تحول جذري في طريقة العمل عن طريق الاستفادة من التطور التقني الكبير الحاصل لخدمة المستفيدين بشكل أسرع وأفضل. ويوفر التحول الرقمي إمكانات ضخمة لبناء مجتمعات فعالة  تنافسية ومستدامة  عبر تحقيق تغيير جذري في خدمات مختلف الاطراف,Digital Transformation,Favor,0.7611,,F_Explicit,,No,1,Neutral,0.6806,2019-10-24 12:23:15+00:00,24/10/2019
1847, لم نستفد منها حيث أن تم رفع طلب تحويل مبلغ محجوز وله اكثر من اسبوعين ولم يتم الرد من الدائرة الحالة قيد المراجعه لها اكثر من اسبوعين التحول الإلكتروني الغرض منه اختصار الوقت والجهد مو علشان القاضي يتأخر ولايرد,Digital Transformation,Against,0.4071,A_Explicit,,,No,1,Neutral,0.6048,2020-03-14 09:01:57+00:00,14/03/2020
1848,MENTION MENTION والله لو كل شهر يكون في تطعيم ما عندي مانع إذا كانت سبب بعد الله في حفظ النفس والأهل والأحباب . الوالد مريض سكّر ويتلقى ٤ جرعات إبر إنسولين في اليوم   وبالسنة أكثر من ١٤٧٠ جرعة ويقول لو آخذ كل شهر إبرة كورونا على وصفه ما عندي مشكلة . ملاحظة: الوالد فقد ٣ من أعز أصدقائه بالوباء!!,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,1,2021-10-02 04:35:39+00:00,02/10/2021
1849, هاد محاولة من الحكومة لاجبار الناس على التحول الإلكتروني عشان مشروع الاشتمال المالي...  للأسف محاولة ستبوء بالفشل بسبب التعنت وأسلوب التحول بالصدمة,Digital Transformation,Against,0.617,A_Explicit,,,No,1,Negative,1,2020-04-25 20:38:40+00:00,25/04/2020
1850,#عام_على_التعليم_عن_بعد  تمثل تجربة وزارة التعليم تحت قيادتنا الرشيده تجربة فريدة في (التحول الرقمي) الشاهد على ذلك و سرعة التعامل مع الجائحه للتحول الى حياة رقميه ينعم فيها الطالب والمعلم باستمرارية التعليم دون توقف   وكل هذا في سبيل سلامةالمواطن  أولا .,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-09 09:48:04+00:00,09/03/2021
1851,برنامج #سين أبرز التقدم المبهر في التحول الرقمي الالكتروني في حكومة #السعودية مؤخراً.  انجازات مبهرة تستحق اظهارها كنموذج مشرف ومحرّك ايجابي لصانعي القرار في الدول الأخرى التي تتمنى شعوبها اللحاق بركب التكنولوجيا. #رؤية_2030   مع تحفظي على المذيع ألا إنه يعتبر (شأن داخلي),Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-04-14 18:25:26+00:00,14/04/2021
1853,     يعني اخذت تطعيمات من ولادتك الى عمر 6 سنوات ووتاخذ تطعيم الحمى الشوكية اذا حجيت وتاخذ علاجات وابر ومغذيات والان ماتبي تاخذ تطعيم كورونا 😁 وش تحس بوه؟,Covid Vaccine,Favor,1,,F_Explicit,,No,0.6259,Neutral,1,2021-12-11 17:32:44+00:00,11/12/2021
1854,الحمدلله على وصول اللقاح لكويتنا الحبيبة 💉 .. إن لم تكن من مؤيدي التطعيم ضد كورونا لا تكن من ناشري الرعب و الخوف والقلق بين متلقيه 🩹🦠.. فبعضهم يقي نفسه من باب أخذ الأسباب والبعض الآخر مجبور عليه لظروف صحية حرجة . #لقاح_فايزر #وزارة_الصحة #تطعيم_كورونا,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2020-12-24 08:35:50+00:00,24/12/2020
1855,انصح جميع المواطنين بالتأهب لاخذ تطعيم كورونا جميع التجديدات للجوازات والبطاقه وزيارة مكه والمدينه لن يتم الا اذا كان عندك بطاقة تطعيم كورونا نصف عيلتي طعمت مابين كبار السن وانا حجزت امس ان شاءالله لأطعم فالدوله دائما تسعى الى كل مافيه الخير لمواطنيها ومقيميها,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.6509,2021-01-09 10:42:18+00:00,09/01/2021
1856,كارثة ! لن تصدق نسبة الوفيات بين الحاصلين على اللقاح! افادت دراسة  بريطانية ان حوالي ٤٢% من اعداد وفيات متحور دلتا الجديد في بريطانيا  قد حصلوا بالفعل على جرعتي لقاح كورونا ,Covid Vaccine,Against,0.7352,A_Implicit,,,No,1,Neutral,1,2021-07-01 06:12:46+00:00,01/07/2021
1857,البنك المركزي يوجه باعتماد  #الهوية_الرقمية_في_البنوك  وشركات التأمين و المؤسسات الماليه   بلادي تقود العالم في التحول الالكتروني. URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-09-12 17:48:15+00:00,12/09/2021
1858,#الموارد_البشرية بوزارة الداخلية تحرز جائزة التحول الإلكتروني خلال قمة البحرين للمدن الذكية  #قانون #قضاء  #البحرين  URL URL,Digital Transformation,Favor,0.5915,,F_Explicit,,No,1,Positive,0.7721,2021-10-11 06:39:48+00:00,11/10/2021
1860,MENTION MENTION واحد نعرفه ماخذ جرعتين والحين فيه كورونا وحاجر عمره....  ناس ماخذوا التطعيم ولله الحمد بخير وفي اللي خذوا تطعيم وتدهورت حالتهم,Covid Vaccine,Against,0.6021,A_Implicit,,,No,1,Negative,0.6317,2021-05-31 14:04:17+00:00,31/05/2021
1862,MENTION فلم كورونا متى يخلص صار اجزاء .... باقي تطعيم الرضيع صح URL,Covid Vaccine,Against,1,A_Explicit,,,No,0.6369,Negative,0.6213,2021-09-29 10:42:16+00:00,29/09/2021
1863,"يبدو لي أن الايجابية الوحيدة في الموضوع للزمن اللي انولدت فيه .. هو أني عشت في زمن تمكين المرأة ،  ""ياسلام على مواليد ٢٠٢١ تتهنّوا بحاضركم ومستقبلكم""",Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-01-25 07:47:45+00:00,25/01/2021
1864,"والله شي يحزن يوم أدخل مقهى أو مطعم وأحصلهم مسلعين البنات والناس ساكتة تحت ذريعة تمكين المرأة، الواجهة كلها نساء بتصنيف معين ولبس معين وشكل معين هذا قمة التسليع الرأسمالي... ",Women empowerment,Against,1,A_Explicit,,,No,0.8835,Negative,1,2021-04-15 21:58:38+00:00,15/04/2021
1865," غالباً لا يتم الالتفات لحاجات مختلف شرائح المجتمع و مدى استعداد المتعاملين بمن فيهم شريحة كبار المواطنين للتحول الرقمي ...   أحياناً يكون التحول الرقمي بمثابة كابوس لبعض شرائح المجتمع .... ""بمنطق هذا هو الموجود و روح دبر عمرك""",Digital Transformation,Against,0.6036,A_Explicit,,,No,1,Negative,0.7228,2020-06-29 13:42:22+00:00,29/06/2020
1866,بلد داخلة سكة التحول الإلكتروني على ضهر جاموسة URL,Digital Transformation,Against,0.7479,A_Explicit,,,No,1,Negative,1,2021-12-09 12:53:12+00:00,09/12/2021
1867,التحول الرقمي في مصر مهم جدا وجي متأخر بس المهم يتنفذ صح لأن مستقبل الدول والافراد مستقبل الكتروني رقمي بحت وإللي مش هيفهم كدا هيبقي عامل شبه عم محمد اللي وصل ٦٠سنه وبيروح لحد يكتبله شيت أكسل عشان مش بيعرف يكتب علي اللاب توب #التحول_الرقمي #برمجة #بلوزون,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-04-20 14:32:30+00:00,20/04/2021
1868,ويقلك تطبيع وسلام وافلام بيفرضونه على العربان مثل تطعيم كورونا ويا كثر النخبه من الكبار اللي يلهث مثل الجرو ورى بني صهيون ورضاهم  ,Covid Vaccine,Against,1,A_Implicit,,,No,0.5131,Negative,1,2021-04-23 08:13:30+00:00,23/04/2021
1869,"دام فايروس كورونا المتجدد كل يوم لابس لنا حله مره صيني ومره بريطاني ومره هندي وكل واحدٍ يغير ويبدع على كيفه ، التطعيم بيكون متجدد ايضاً ؟ 🤣 وكل موجه تطعيم شكل دامه متجدد يبيله تطعيم متخصص ",Covid Vaccine,None,1,,,,Yes,1,Neutral,1,2021-04-25 10:42:03+00:00,25/04/2021
1870,MENTION MENTION والله يااخي العزيز من كنا صغار نعرف ان التطعيم(مره وحده)فقط اما تطعيم كورونا مرتين و ثلاث وفحص بي سي ار على الطالع والنازل اعتقد هاذي كلها تجارة عقاقير.و لعلمك ان تطعيم كورونا لم يصرح به الا لطواري فقط.وجميع الشركات المصنعه للعقار ماتحمل اي مسؤليه قانونيه لحدوث اي مظاعفات ليش؟؟؟,Covid Vaccine,Against,1,A_Explicit,,,No,1,Neutral,0.5578,2021-08-03 10:48:42+00:00,03/08/2021
1871,MENTION نفس الموضوع في بيتنا اختي تأخر موعد تطعيمها والعائلة كلها ماخذ تطعيم    ياتها كورونا قوية واحنى مافينا اعراض كللللللللش اللهم لك الحمد,Covid Vaccine,Favor,0.7379,,F_Explicit,,No,1,Positive,0.5056,2021-05-01 16:16:50+00:00,01/05/2021
1874," اشوف ان تمكين الشباب اولى. المرأة اساساً مجالات عملها محصوره بحكم طبيعتها: معلمه  ممرضه،دكتوره بقسم النساء . وليس مطلوب منها لا بناء بيت ولا نفقه على زوج ولاشي.",Women empowerment,Favor,0.7691,,F_Explicit,,No,1,Neutral,0.408,2021-01-15 18:36:43+00:00,15/01/2021
1875,". الحمد لله رب العالمين  أخذنا أول جرعة تطعيم ضد  فيروس كورونا اللعين  والجرعة  الثانية ان شاء الله  بعد 15  يوم   ""فايزر""",Covid Vaccine,Favor,1,,,,No,1,Positive,1,2021-04-20 15:52:11+00:00,20/04/2021
1876,نلتقي غداُ والحديث حول التحول الرقمي الذكي وعلم البيانات وأثرها الإجتماعي والإقتصادي من منظور التدريب والتوظيف #علم_البيانات #التدريب_التقني URL,Digital Transformation,None,0.6115,,,Not clear,No,1,Neutral,0.7736,2022-05-09 12:03:30+00:00,09/05/2022
1877,#الامارات دوله الخير والعطاء والسلام تسعي في تطعيم الجميع ضد كورونا لضمان سلامه المجتمع حيث اكد الدكتور سيف الظاهري المتحدث الرسمي عب الهيئه لاداره الطوارئ والازمات والكوارث ان دولتنا الحبيبه قدمت نموذجا استثنائيا في اداره جائحه كورونا 🇦🇪❤️👏,Covid Vaccine,Favor,1,,,,No,1,Positive,1,2021-04-21 18:57:11+00:00,21/04/2021
1879, مدري ليش أحس ان هالفيروس زادت حدته واستفرس لما بدأت الدول في تطعيم شعوبها ؛ وكأنما هنالك أيادي خبيثة تتحكم فيه وتسعى لنشره بين الناس للقضاء عليهم !!  #كوفيد_19  #تطعيم_كورونا,Covid Vaccine,Against,1,A_Explicit,,,No,1,Neutral,0.6516,2021-02-03 10:41:40+00:00,03/02/2021
1880,MENTION ليش مايكونون هم اللي قتلوه مو كورونا 🤔🤔 عندنا تطعيم امراض ثانيه ماحد جبرنا عليه  ومع انه مرض قاتل ماحد جبرنا عليه  وش معنى كورونا بالدات نجبر على اخذ لقاحه؟! لغز محيّير ؟!!,Covid Vaccine,Against,0.7504,A_Implicit,,,No,1,Negative,0.6077,2021-07-27 04:19:21+00:00,27/07/2021
1881,MENTION صلي استخارة و توكل على الله خذه. الحالات كل اصحابي اللي عايشين في اوروبا بيقولوا ان الناس المتطعمين حتى لو جالهم كورونا بتبقى ارحم كتير من اللي ما اخدوا تطعيم.,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.7469,2021-10-10 21:51:20+00:00,10/10/2021
1882, التحول الإلكتروني والرقمي شيء مذهل في عالمنا اليوم وبوابة ناجز سهلت المعاملات بالملايين عبر الإنترنت طرح موفق أ. د. حمزة,Digital Transformation,Favor,0.7621,,F_Explicit,,No,1,Negative,0.7721,2021-10-07 08:24:12+00:00,07/10/2021
1883,"    بيض الله وجهك على جهودك الرائعة أخي الغالي مهندس المؤتمر الرائع هيثم والمؤتمر من تألق الى تألق 🌷 شكرا"" لشركة التحول التقني على مبادراتها وبرامجها الرائعة في سبيل تمكين القطاع غير الربحي🌷 شكرخاص لوزارة العمل والتنمية",Digital Transformation,Favor,0.7565,,F_Explicit,,No,1,Positive,0.7563,2019-04-07 06:20:52+00:00,07/04/2019
1884,#NAME?,Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,0.6509,2021-06-20 19:00:55+00:00,20/06/2021
1885, التحول التقني مؤلم لمخالفي أنظمة الإقامة والعمل...  ضبط الحوالات المالية للخارج أخرجتهم عن طورهم...,Digital Transformation,Favor,0.768,,F_Explicit,,No,1,Neutral,0.6144,2022-04-10 14:57:01+00:00,10/04/2022
1886,"قدّم أ. عدنان زين الدين عرضًا لبرنامج التحول الرقمي داخل الصف وذلك من خلال استحداث برنامج ""كشوف المتابعة الإلكتروني"" ؛ ويأتي هذا البرنامج تحقيقا لرؤية المملكة 2030 من خلال التميز في العملية التعليمية.  #ثانوية_ابن_النفيس  #الهيئة_الملكية_بينبع URL",Digital Transformation,Favor,1,,F_Explicit,,No,1,Neutral,0.6081,2022-04-11 09:38:40+00:00,11/04/2022
